,i,j,clusters
0,0,0,2
1,0,1,2
2,0,2,2
3,0,3,2
4,0,4,2
5,0,5,2
6,0,6,2
7,0,7,2
8,0,8,2
9,0,9,2
10,0,10,2
11,0,11,2
12,0,12,2
13,0,13,2
14,0,14,2
15,0,15,2
16,0,16,2
17,0,17,2
18,0,18,2
19,0,19,2
20,0,20,2
21,0,21,2
22,0,22,2
23,0,23,2
24,0,24,2
25,0,25,2
26,0,26,2
27,0,27,2
28,0,28,2
29,0,29,2
30,0,30,2
31,0,31,2
32,0,32,2
33,0,33,2
34,0,34,2
35,0,35,2
36,0,36,2
37,0,37,2
38,0,38,2
39,0,39,2
40,0,40,2
41,0,41,2
42,0,42,2
43,0,43,2
44,0,44,2
45,0,45,2
46,0,46,2
47,0,47,2
48,0,48,2
49,0,49,2
50,0,50,2
51,0,51,2
52,0,52,2
53,0,53,2
54,0,54,2
55,0,55,2
56,0,56,2
57,0,57,2
58,0,58,2
59,0,59,2
60,0,60,2
61,0,61,2
62,0,62,2
63,0,63,2
64,0,64,2
65,0,65,2
66,0,66,2
67,0,67,2
68,0,68,2
69,0,69,2
70,0,70,2
71,0,71,2
72,0,72,2
73,0,73,2
74,0,74,2
75,0,75,2
76,0,76,2
77,0,77,2
78,0,78,2
79,0,79,2
80,0,80,2
81,0,81,2
82,0,82,2
83,0,83,2
84,0,84,2
85,1,0,2
86,1,1,2
87,1,2,2
88,1,3,2
89,1,4,2
90,1,5,2
91,1,6,2
92,1,7,2
93,1,8,2
94,1,9,2
95,1,10,2
96,1,11,2
97,1,12,2
98,1,13,2
99,1,14,2
100,1,15,2
101,1,16,2
102,1,17,2
103,1,18,2
104,1,19,2
105,1,20,2
106,1,21,2
107,1,22,2
108,1,23,2
109,1,24,2
110,1,25,2
111,1,26,2
112,1,27,2
113,1,28,2
114,1,29,2
115,1,30,2
116,1,31,2
117,1,32,2
118,1,33,2
119,1,34,2
120,1,35,2
121,1,36,2
122,1,37,2
123,1,38,2
124,1,39,2
125,1,40,2
126,1,41,2
127,1,42,2
128,1,43,2
129,1,44,2
130,1,45,2
131,1,46,2
132,1,47,2
133,1,48,2
134,1,49,2
135,1,50,2
136,1,51,2
137,1,52,2
138,1,53,2
139,1,54,2
140,1,55,2
141,1,56,2
142,1,57,2
143,1,58,2
144,1,59,2
145,1,60,2
146,1,61,2
147,1,62,2
148,1,63,2
149,1,64,2
150,1,65,2
151,1,66,2
152,1,67,2
153,1,68,2
154,1,69,2
155,1,70,2
156,1,71,2
157,1,72,2
158,1,73,2
159,1,74,2
160,1,75,2
161,1,76,2
162,1,77,2
163,1,78,2
164,1,79,2
165,1,80,2
166,1,81,2
167,1,82,2
168,1,83,2
169,1,84,2
170,2,0,2
171,2,1,2
172,2,2,2
173,2,3,2
174,2,4,2
175,2,5,2
176,2,6,2
177,2,7,2
178,2,8,2
179,2,9,2
180,2,10,2
181,2,11,2
182,2,12,2
183,2,13,2
184,2,14,2
185,2,15,2
186,2,16,2
187,2,17,2
188,2,18,2
189,2,19,2
190,2,20,2
191,2,21,2
192,2,22,2
193,2,23,2
194,2,24,2
195,2,25,2
196,2,26,2
197,2,27,2
198,2,28,2
199,2,29,2
200,2,30,2
201,2,31,2
202,2,32,2
203,2,33,2
204,2,34,2
205,2,35,2
206,2,36,2
207,2,37,2
208,2,38,2
209,2,39,2
210,2,40,2
211,2,41,2
212,2,42,2
213,2,43,2
214,2,44,2
215,2,45,2
216,2,46,2
217,2,47,2
218,2,48,2
219,2,49,2
220,2,50,2
221,2,51,2
222,2,52,2
223,2,53,2
224,2,54,2
225,2,55,2
226,2,56,2
227,2,57,2
228,2,58,2
229,2,59,2
230,2,60,2
231,2,61,2
232,2,62,2
233,2,63,2
234,2,64,2
235,2,65,2
236,2,66,2
237,2,67,2
238,2,68,2
239,2,69,2
240,2,70,2
241,2,71,2
242,2,72,2
243,2,73,2
244,2,74,2
245,2,75,2
246,2,76,2
247,2,77,2
248,2,78,2
249,2,79,2
250,2,80,2
251,2,81,2
252,2,82,2
253,2,83,2
254,2,84,2
255,3,0,2
256,3,1,2
257,3,2,2
258,3,3,2
259,3,4,2
260,3,5,2
261,3,6,2
262,3,7,2
263,3,8,2
264,3,9,2
265,3,10,2
266,3,11,2
267,3,12,2
268,3,13,2
269,3,14,2
270,3,15,2
271,3,16,2
272,3,17,2
273,3,18,2
274,3,19,2
275,3,20,2
276,3,21,2
277,3,22,2
278,3,23,2
279,3,24,2
280,3,25,2
281,3,26,2
282,3,27,2
283,3,28,2
284,3,29,2
285,3,30,2
286,3,31,2
287,3,32,2
288,3,33,2
289,3,34,2
290,3,35,2
291,3,36,2
292,3,37,2
293,3,38,2
294,3,39,2
295,3,40,2
296,3,41,2
297,3,42,2
298,3,43,2
299,3,44,2
300,3,45,2
301,3,46,2
302,3,47,2
303,3,48,2
304,3,49,2
305,3,50,2
306,3,51,2
307,3,52,2
308,3,53,2
309,3,54,2
310,3,55,2
311,3,56,2
312,3,57,2
313,3,58,2
314,3,59,2
315,3,60,2
316,3,61,2
317,3,62,2
318,3,63,2
319,3,64,2
320,3,65,2
321,3,66,2
322,3,67,2
323,3,68,2
324,3,69,2
325,3,70,2
326,3,71,2
327,3,72,2
328,3,73,2
329,3,74,2
330,3,75,2
331,3,76,2
332,3,77,2
333,3,78,2
334,3,79,2
335,3,80,2
336,3,81,2
337,3,82,2
338,3,83,2
339,3,84,2
340,4,0,2
341,4,1,2
342,4,2,2
343,4,3,2
344,4,4,2
345,4,5,2
346,4,6,2
347,4,7,2
348,4,8,2
349,4,9,2
350,4,10,2
351,4,11,2
352,4,12,2
353,4,13,2
354,4,14,2
355,4,15,2
356,4,16,2
357,4,17,2
358,4,18,2
359,4,19,2
360,4,20,2
361,4,21,2
362,4,22,2
363,4,23,2
364,4,24,2
365,4,25,2
366,4,26,2
367,4,27,2
368,4,28,2
369,4,29,2
370,4,30,2
371,4,31,2
372,4,32,2
373,4,33,2
374,4,34,2
375,4,35,2
376,4,36,2
377,4,37,2
378,4,38,2
379,4,39,2
380,4,40,2
381,4,41,2
382,4,42,2
383,4,43,2
384,4,44,2
385,4,45,2
386,4,46,2
387,4,47,2
388,4,48,2
389,4,49,2
390,4,50,2
391,4,51,2
392,4,52,2
393,4,53,2
394,4,54,2
395,4,55,2
396,4,56,2
397,4,57,2
398,4,58,2
399,4,59,2
400,4,60,2
401,4,61,2
402,4,62,2
403,4,63,2
404,4,64,2
405,4,65,2
406,4,66,2
407,4,67,2
408,4,68,2
409,4,69,2
410,4,70,2
411,4,71,2
412,4,72,2
413,4,73,2
414,4,74,2
415,4,75,2
416,4,76,2
417,4,77,2
418,4,78,2
419,4,79,2
420,4,80,2
421,4,81,2
422,4,82,2
423,4,83,2
424,4,84,2
425,5,0,2
426,5,1,2
427,5,2,2
428,5,3,2
429,5,4,2
430,5,5,2
431,5,6,2
432,5,7,2
433,5,8,2
434,5,9,2
435,5,10,2
436,5,11,2
437,5,12,2
438,5,13,2
439,5,14,2
440,5,15,2
441,5,16,2
442,5,17,2
443,5,18,2
444,5,19,2
445,5,20,2
446,5,21,2
447,5,22,2
448,5,23,2
449,5,24,2
450,5,25,2
451,5,26,2
452,5,27,2
453,5,28,2
454,5,29,2
455,5,30,2
456,5,31,2
457,5,32,2
458,5,33,2
459,5,34,2
460,5,35,2
461,5,36,2
462,5,37,2
463,5,38,2
464,5,39,2
465,5,40,2
466,5,41,2
467,5,42,2
468,5,43,2
469,5,44,2
470,5,45,2
471,5,46,2
472,5,47,2
473,5,48,2
474,5,49,2
475,5,50,2
476,5,51,2
477,5,52,2
478,5,53,2
479,5,54,2
480,5,55,2
481,5,56,2
482,5,57,2
483,5,58,2
484,5,59,2
485,5,60,2
486,5,61,2
487,5,62,2
488,5,63,2
489,5,64,2
490,5,65,2
491,5,66,2
492,5,67,2
493,5,68,2
494,5,69,2
495,5,70,2
496,5,71,2
497,5,72,2
498,5,73,2
499,5,74,2
500,5,75,2
501,5,76,2
502,5,77,2
503,5,78,2
504,5,79,2
505,5,80,2
506,5,81,2
507,5,82,2
508,5,83,2
509,5,84,2
510,6,0,2
511,6,1,2
512,6,2,2
513,6,3,2
514,6,4,2
515,6,5,2
516,6,6,2
517,6,7,2
518,6,8,2
519,6,9,2
520,6,10,2
521,6,11,2
522,6,12,2
523,6,13,2
524,6,14,2
525,6,15,2
526,6,16,2
527,6,17,2
528,6,18,2
529,6,19,2
530,6,20,2
531,6,21,2
532,6,22,2
533,6,23,2
534,6,24,2
535,6,25,2
536,6,26,2
537,6,27,2
538,6,28,2
539,6,29,2
540,6,30,2
541,6,31,2
542,6,32,2
543,6,33,2
544,6,34,2
545,6,35,2
546,6,36,2
547,6,37,2
548,6,38,2
549,6,39,2
550,6,40,2
551,6,41,2
552,6,42,2
553,6,43,2
554,6,44,2
555,6,45,2
556,6,46,2
557,6,47,2
558,6,48,2
559,6,49,2
560,6,50,2
561,6,51,2
562,6,52,2
563,6,53,2
564,6,54,2
565,6,55,2
566,6,56,2
567,6,57,2
568,6,58,2
569,6,59,2
570,6,60,2
571,6,61,2
572,6,62,2
573,6,63,2
574,6,64,2
575,6,65,2
576,6,66,2
577,6,67,2
578,6,68,2
579,6,69,2
580,6,70,2
581,6,71,2
582,6,72,2
583,6,73,2
584,6,74,2
585,6,75,2
586,6,76,2
587,6,77,2
588,6,78,2
589,6,79,2
590,6,80,2
591,6,81,2
592,6,82,2
593,6,83,2
594,6,84,2
595,7,0,2
596,7,1,2
597,7,2,2
598,7,3,2
599,7,4,2
600,7,5,2
601,7,6,2
602,7,7,2
603,7,8,2
604,7,9,2
605,7,10,2
606,7,11,2
607,7,12,2
608,7,13,2
609,7,14,2
610,7,15,2
611,7,16,2
612,7,17,2
613,7,18,2
614,7,19,2
615,7,20,2
616,7,21,2
617,7,22,2
618,7,23,2
619,7,24,2
620,7,25,2
621,7,26,2
622,7,27,2
623,7,28,2
624,7,29,2
625,7,30,2
626,7,31,2
627,7,32,2
628,7,33,2
629,7,34,2
630,7,35,2
631,7,36,2
632,7,37,2
633,7,38,2
634,7,39,2
635,7,40,2
636,7,41,2
637,7,42,2
638,7,43,2
639,7,44,2
640,7,45,2
641,7,46,2
642,7,47,2
643,7,48,2
644,7,49,2
645,7,50,2
646,7,51,2
647,7,52,2
648,7,53,2
649,7,54,2
650,7,55,2
651,7,56,2
652,7,57,2
653,7,58,2
654,7,59,2
655,7,60,2
656,7,61,2
657,7,62,2
658,7,63,2
659,7,64,2
660,7,65,2
661,7,66,2
662,7,67,2
663,7,68,2
664,7,69,2
665,7,70,2
666,7,71,2
667,7,72,2
668,7,73,2
669,7,74,2
670,7,75,2
671,7,76,2
672,7,77,2
673,7,78,2
674,7,79,2
675,7,80,2
676,7,81,2
677,7,82,2
678,7,83,2
679,7,84,2
680,8,0,2
681,8,1,2
682,8,2,2
683,8,3,2
684,8,4,2
685,8,5,2
686,8,6,2
687,8,7,2
688,8,8,2
689,8,9,2
690,8,10,2
691,8,11,2
692,8,12,2
693,8,13,2
694,8,14,2
695,8,15,2
696,8,16,2
697,8,17,2
698,8,18,2
699,8,19,2
700,8,20,2
701,8,21,2
702,8,22,2
703,8,23,2
704,8,24,2
705,8,25,2
706,8,26,2
707,8,27,2
708,8,28,2
709,8,29,2
710,8,30,2
711,8,31,2
712,8,32,2
713,8,33,2
714,8,34,2
715,8,35,2
716,8,36,2
717,8,37,2
718,8,38,2
719,8,39,2
720,8,40,2
721,8,41,2
722,8,42,2
723,8,43,2
724,8,44,2
725,8,45,2
726,8,46,2
727,8,47,2
728,8,48,2
729,8,49,2
730,8,50,2
731,8,51,2
732,8,52,2
733,8,53,2
734,8,54,2
735,8,55,2
736,8,56,2
737,8,57,2
738,8,58,2
739,8,59,2
740,8,60,2
741,8,61,2
742,8,62,2
743,8,63,2
744,8,64,2
745,8,65,2
746,8,66,2
747,8,67,2
748,8,68,2
749,8,69,2
750,8,70,2
751,8,71,2
752,8,72,2
753,8,73,2
754,8,74,2
755,8,75,2
756,8,76,2
757,8,77,2
758,8,78,2
759,8,79,2
760,8,80,2
761,8,81,2
762,8,82,2
763,8,83,2
764,8,84,2
765,9,0,2
766,9,1,2
767,9,2,2
768,9,3,2
769,9,4,2
770,9,5,2
771,9,6,2
772,9,7,2
773,9,8,2
774,9,9,2
775,9,10,2
776,9,11,2
777,9,12,2
778,9,13,2
779,9,14,2
780,9,15,2
781,9,16,2
782,9,17,2
783,9,18,2
784,9,19,2
785,9,20,2
786,9,21,2
787,9,22,2
788,9,23,2
789,9,24,2
790,9,25,2
791,9,26,2
792,9,27,2
793,9,28,2
794,9,29,2
795,9,30,2
796,9,31,2
797,9,32,2
798,9,33,2
799,9,34,2
800,9,35,2
801,9,36,2
802,9,37,2
803,9,38,2
804,9,39,2
805,9,40,2
806,9,41,2
807,9,42,2
808,9,43,2
809,9,44,2
810,9,45,2
811,9,46,2
812,9,47,2
813,9,48,2
814,9,49,2
815,9,50,2
816,9,51,2
817,9,52,2
818,9,53,2
819,9,54,2
820,9,55,2
821,9,56,2
822,9,57,2
823,9,58,2
824,9,59,2
825,9,60,2
826,9,61,2
827,9,62,2
828,9,63,2
829,9,64,2
830,9,65,2
831,9,66,2
832,9,67,2
833,9,68,2
834,9,69,2
835,9,70,2
836,9,71,2
837,9,72,2
838,9,73,2
839,9,74,2
840,9,75,2
841,9,76,2
842,9,77,2
843,9,78,2
844,9,79,2
845,9,80,2
846,9,81,2
847,9,82,2
848,9,83,2
849,9,84,2
850,10,0,2
851,10,1,2
852,10,2,2
853,10,3,2
854,10,4,2
855,10,5,2
856,10,6,2
857,10,7,2
858,10,8,2
859,10,9,2
860,10,10,2
861,10,11,2
862,10,12,2
863,10,13,2
864,10,14,2
865,10,15,2
866,10,16,2
867,10,17,2
868,10,18,2
869,10,19,2
870,10,20,2
871,10,21,2
872,10,22,2
873,10,23,2
874,10,24,2
875,10,25,2
876,10,26,2
877,10,27,2
878,10,28,2
879,10,29,2
880,10,30,2
881,10,31,2
882,10,32,2
883,10,33,2
884,10,34,2
885,10,35,2
886,10,36,2
887,10,37,2
888,10,38,2
889,10,39,2
890,10,40,2
891,10,41,1
892,10,42,1
893,10,43,1
894,10,44,1
895,10,45,2
896,10,46,2
897,10,47,2
898,10,48,2
899,10,49,2
900,10,50,2
901,10,51,2
902,10,52,2
903,10,53,2
904,10,54,2
905,10,55,2
906,10,56,2
907,10,57,2
908,10,58,2
909,10,59,2
910,10,60,2
911,10,61,2
912,10,62,2
913,10,63,2
914,10,64,2
915,10,65,2
916,10,66,2
917,10,67,2
918,10,68,2
919,10,69,2
920,10,70,2
921,10,71,2
922,10,72,2
923,10,73,2
924,10,74,2
925,10,75,2
926,10,76,2
927,10,77,2
928,10,78,2
929,10,79,2
930,10,80,2
931,10,81,2
932,10,82,2
933,10,83,2
934,10,84,2
935,11,0,2
936,11,1,2
937,11,2,2
938,11,3,2
939,11,4,2
940,11,5,2
941,11,6,2
942,11,7,2
943,11,8,2
944,11,9,2
945,11,10,2
946,11,11,2
947,11,12,2
948,11,13,2
949,11,14,2
950,11,15,2
951,11,16,2
952,11,17,2
953,11,18,2
954,11,19,2
955,11,20,2
956,11,21,2
957,11,22,2
958,11,23,2
959,11,24,2
960,11,25,2
961,11,26,2
962,11,27,2
963,11,28,2
964,11,29,2
965,11,30,2
966,11,31,2
967,11,32,2
968,11,33,2
969,11,34,2
970,11,35,2
971,11,36,2
972,11,37,1
973,11,38,3
974,11,39,1
975,11,40,1
976,11,41,1
977,11,42,1
978,11,43,1
979,11,44,1
980,11,45,1
981,11,46,1
982,11,47,1
983,11,48,1
984,11,49,3
985,11,50,1
986,11,51,1
987,11,52,2
988,11,53,2
989,11,54,2
990,11,55,2
991,11,56,2
992,11,57,2
993,11,58,2
994,11,59,2
995,11,60,2
996,11,61,2
997,11,62,2
998,11,63,2
999,11,64,2
1000,11,65,2
1001,11,66,2
1002,11,67,2
1003,11,68,2
1004,11,69,2
1005,11,70,2
1006,11,71,2
1007,11,72,2
1008,11,73,2
1009,11,74,2
1010,11,75,2
1011,11,76,2
1012,11,77,2
1013,11,78,2
1014,11,79,2
1015,11,80,2
1016,11,81,2
1017,11,82,2
1018,11,83,2
1019,11,84,2
1020,12,0,2
1021,12,1,2
1022,12,2,2
1023,12,3,2
1024,12,4,2
1025,12,5,2
1026,12,6,2
1027,12,7,2
1028,12,8,2
1029,12,9,2
1030,12,10,2
1031,12,11,2
1032,12,12,2
1033,12,13,2
1034,12,14,2
1035,12,15,2
1036,12,16,2
1037,12,17,2
1038,12,18,2
1039,12,19,2
1040,12,20,2
1041,12,21,2
1042,12,22,2
1043,12,23,2
1044,12,24,2
1045,12,25,2
1046,12,26,2
1047,12,27,2
1048,12,28,2
1049,12,29,2
1050,12,30,2
1051,12,31,2
1052,12,32,2
1053,12,33,2
1054,12,34,2
1055,12,35,3
1056,12,36,1
1057,12,37,1
1058,12,38,1
1059,12,39,1
1060,12,40,1
1061,12,41,1
1062,12,42,3
1063,12,43,3
1064,12,44,3
1065,12,45,3
1066,12,46,1
1067,12,47,1
1068,12,48,1
1069,12,49,1
1070,12,50,1
1071,12,51,1
1072,12,52,1
1073,12,53,3
1074,12,54,1
1075,12,55,2
1076,12,56,2
1077,12,57,2
1078,12,58,2
1079,12,59,2
1080,12,60,2
1081,12,61,2
1082,12,62,2
1083,12,63,2
1084,12,64,2
1085,12,65,2
1086,12,66,2
1087,12,67,2
1088,12,68,2
1089,12,69,2
1090,12,70,2
1091,12,71,2
1092,12,72,2
1093,12,73,2
1094,12,74,2
1095,12,75,2
1096,12,76,2
1097,12,77,2
1098,12,78,2
1099,12,79,2
1100,12,80,2
1101,12,81,2
1102,12,82,2
1103,12,83,2
1104,12,84,2
1105,13,0,2
1106,13,1,2
1107,13,2,2
1108,13,3,2
1109,13,4,2
1110,13,5,2
1111,13,6,2
1112,13,7,2
1113,13,8,2
1114,13,9,2
1115,13,10,2
1116,13,11,2
1117,13,12,2
1118,13,13,2
1119,13,14,2
1120,13,15,2
1121,13,16,2
1122,13,17,2
1123,13,18,2
1124,13,19,2
1125,13,20,2
1126,13,21,2
1127,13,22,2
1128,13,23,2
1129,13,24,2
1130,13,25,2
1131,13,26,2
1132,13,27,2
1133,13,28,2
1134,13,29,2
1135,13,30,2
1136,13,31,2
1137,13,32,2
1138,13,33,1
1139,13,34,1
1140,13,35,1
1141,13,36,1
1142,13,37,1
1143,13,38,1
1144,13,39,4
1145,13,40,3
1146,13,41,3
1147,13,42,1
1148,13,43,3
1149,13,44,3
1150,13,45,3
1151,13,46,3
1152,13,47,4
1153,13,48,1
1154,13,49,1
1155,13,50,1
1156,13,51,3
1157,13,52,3
1158,13,53,1
1159,13,54,1
1160,13,55,1
1161,13,56,1
1162,13,57,2
1163,13,58,2
1164,13,59,2
1165,13,60,2
1166,13,61,2
1167,13,62,2
1168,13,63,2
1169,13,64,2
1170,13,65,2
1171,13,66,2
1172,13,67,2
1173,13,68,2
1174,13,69,2
1175,13,70,2
1176,13,71,2
1177,13,72,2
1178,13,73,2
1179,13,74,2
1180,13,75,2
1181,13,76,2
1182,13,77,2
1183,13,78,2
1184,13,79,2
1185,13,80,2
1186,13,81,2
1187,13,82,2
1188,13,83,2
1189,13,84,2
1190,14,0,2
1191,14,1,2
1192,14,2,2
1193,14,3,2
1194,14,4,2
1195,14,5,2
1196,14,6,2
1197,14,7,2
1198,14,8,2
1199,14,9,2
1200,14,10,2
1201,14,11,2
1202,14,12,2
1203,14,13,2
1204,14,14,2
1205,14,15,2
1206,14,16,2
1207,14,17,2
1208,14,18,2
1209,14,19,2
1210,14,20,2
1211,14,21,2
1212,14,22,2
1213,14,23,2
1214,14,24,2
1215,14,25,2
1216,14,26,2
1217,14,27,2
1218,14,28,2
1219,14,29,2
1220,14,30,2
1221,14,31,1
1222,14,32,1
1223,14,33,1
1224,14,34,3
1225,14,35,1
1226,14,36,3
1227,14,37,1
1228,14,38,1
1229,14,39,3
1230,14,40,4
1231,14,41,1
1232,14,42,1
1233,14,43,1
1234,14,44,1
1235,14,45,3
1236,14,46,3
1237,14,47,3
1238,14,48,3
1239,14,49,3
1240,14,50,3
1241,14,51,3
1242,14,52,3
1243,14,53,4
1244,14,54,4
1245,14,55,1
1246,14,56,1
1247,14,57,3
1248,14,58,2
1249,14,59,2
1250,14,60,2
1251,14,61,2
1252,14,62,2
1253,14,63,2
1254,14,64,2
1255,14,65,2
1256,14,66,2
1257,14,67,2
1258,14,68,2
1259,14,69,2
1260,14,70,2
1261,14,71,2
1262,14,72,2
1263,14,73,2
1264,14,74,2
1265,14,75,2
1266,14,76,2
1267,14,77,2
1268,14,78,2
1269,14,79,2
1270,14,80,2
1271,14,81,2
1272,14,82,2
1273,14,83,2
1274,14,84,2
1275,15,0,2
1276,15,1,2
1277,15,2,2
1278,15,3,2
1279,15,4,2
1280,15,5,2
1281,15,6,2
1282,15,7,2
1283,15,8,2
1284,15,9,2
1285,15,10,2
1286,15,11,2
1287,15,12,2
1288,15,13,2
1289,15,14,2
1290,15,15,2
1291,15,16,2
1292,15,17,2
1293,15,18,2
1294,15,19,2
1295,15,20,2
1296,15,21,2
1297,15,22,2
1298,15,23,2
1299,15,24,2
1300,15,25,2
1301,15,26,2
1302,15,27,2
1303,15,28,2
1304,15,29,1
1305,15,30,3
1306,15,31,1
1307,15,32,1
1308,15,33,1
1309,15,34,3
1310,15,35,1
1311,15,36,1
1312,15,37,3
1313,15,38,4
1314,15,39,3
1315,15,40,3
1316,15,41,3
1317,15,42,3
1318,15,43,1
1319,15,44,1
1320,15,45,1
1321,15,46,1
1322,15,47,1
1323,15,48,1
1324,15,49,1
1325,15,50,1
1326,15,51,1
1327,15,52,3
1328,15,53,1
1329,15,54,1
1330,15,55,1
1331,15,56,3
1332,15,57,1
1333,15,58,1
1334,15,59,1
1335,15,60,2
1336,15,61,2
1337,15,62,2
1338,15,63,2
1339,15,64,2
1340,15,65,2
1341,15,66,2
1342,15,67,2
1343,15,68,2
1344,15,69,2
1345,15,70,2
1346,15,71,2
1347,15,72,2
1348,15,73,2
1349,15,74,2
1350,15,75,2
1351,15,76,2
1352,15,77,2
1353,15,78,2
1354,15,79,2
1355,15,80,2
1356,15,81,2
1357,15,82,2
1358,15,83,2
1359,15,84,2
1360,16,0,2
1361,16,1,2
1362,16,2,2
1363,16,3,2
1364,16,4,2
1365,16,5,2
1366,16,6,2
1367,16,7,2
1368,16,8,2
1369,16,9,2
1370,16,10,2
1371,16,11,2
1372,16,12,2
1373,16,13,2
1374,16,14,2
1375,16,15,2
1376,16,16,2
1377,16,17,2
1378,16,18,2
1379,16,19,2
1380,16,20,2
1381,16,21,2
1382,16,22,2
1383,16,23,2
1384,16,24,2
1385,16,25,2
1386,16,26,2
1387,16,27,2
1388,16,28,1
1389,16,29,1
1390,16,30,1
1391,16,31,3
1392,16,32,1
1393,16,33,1
1394,16,34,1
1395,16,35,3
1396,16,36,1
1397,16,37,4
1398,16,38,3
1399,16,39,3
1400,16,40,3
1401,16,41,1
1402,16,42,3
1403,16,43,3
1404,16,44,3
1405,16,45,3
1406,16,46,1
1407,16,47,4
1408,16,48,3
1409,16,49,1
1410,16,50,4
1411,16,51,1
1412,16,52,1
1413,16,53,3
1414,16,54,1
1415,16,55,1
1416,16,56,1
1417,16,57,1
1418,16,58,1
1419,16,59,1
1420,16,60,1
1421,16,61,2
1422,16,62,2
1423,16,63,2
1424,16,64,2
1425,16,65,2
1426,16,66,2
1427,16,67,2
1428,16,68,2
1429,16,69,2
1430,16,70,2
1431,16,71,2
1432,16,72,2
1433,16,73,2
1434,16,74,2
1435,16,75,2
1436,16,76,2
1437,16,77,2
1438,16,78,2
1439,16,79,2
1440,16,80,2
1441,16,81,2
1442,16,82,2
1443,16,83,2
1444,16,84,2
1445,17,0,2
1446,17,1,2
1447,17,2,2
1448,17,3,2
1449,17,4,2
1450,17,5,2
1451,17,6,2
1452,17,7,2
1453,17,8,2
1454,17,9,2
1455,17,10,2
1456,17,11,2
1457,17,12,2
1458,17,13,2
1459,17,14,2
1460,17,15,2
1461,17,16,2
1462,17,17,2
1463,17,18,2
1464,17,19,2
1465,17,20,2
1466,17,21,2
1467,17,22,2
1468,17,23,2
1469,17,24,2
1470,17,25,2
1471,17,26,2
1472,17,27,3
1473,17,28,1
1474,17,29,1
1475,17,30,1
1476,17,31,4
1477,17,32,3
1478,17,33,4
1479,17,34,1
1480,17,35,4
1481,17,36,3
1482,17,37,3
1483,17,38,3
1484,17,39,3
1485,17,40,3
1486,17,41,3
1487,17,42,3
1488,17,43,3
1489,17,44,3
1490,17,45,1
1491,17,46,3
1492,17,47,3
1493,17,48,3
1494,17,49,3
1495,17,50,3
1496,17,51,3
1497,17,52,3
1498,17,53,3
1499,17,54,1
1500,17,55,3
1501,17,56,1
1502,17,57,3
1503,17,58,1
1504,17,59,3
1505,17,60,1
1506,17,61,1
1507,17,62,1
1508,17,63,2
1509,17,64,2
1510,17,65,2
1511,17,66,2
1512,17,67,2
1513,17,68,2
1514,17,69,2
1515,17,70,2
1516,17,71,2
1517,17,72,2
1518,17,73,2
1519,17,74,2
1520,17,75,2
1521,17,76,2
1522,17,77,2
1523,17,78,2
1524,17,79,2
1525,17,80,2
1526,17,81,2
1527,17,82,2
1528,17,83,2
1529,17,84,2
1530,18,0,2
1531,18,1,2
1532,18,2,2
1533,18,3,2
1534,18,4,2
1535,18,5,2
1536,18,6,2
1537,18,7,2
1538,18,8,2
1539,18,9,2
1540,18,10,2
1541,18,11,2
1542,18,12,2
1543,18,13,2
1544,18,14,2
1545,18,15,2
1546,18,16,2
1547,18,17,2
1548,18,18,2
1549,18,19,2
1550,18,20,2
1551,18,21,2
1552,18,22,2
1553,18,23,2
1554,18,24,2
1555,18,25,2
1556,18,26,1
1557,18,27,1
1558,18,28,3
1559,18,29,1
1560,18,30,3
1561,18,31,3
1562,18,32,1
1563,18,33,3
1564,18,34,1
1565,18,35,3
